Rk,Player,Pos,Age,Tm,G,MP ▾,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
254,Hassan Whiteside,C,25,MIA,46,1070,26.0,.617,.000,.370,15.7,34.8,25.4,1.1,1.3,8.9,11.1,21.0,,2.7,2.3,4.9,.221,,-1.6,0.7,-0.8,0.3
255,Donald Sloan,PG,27,IND,49,1069,13.7,.507,.369,.219,1.3,13.2,7.3,27.9,1.1,0.0,13.7,18.9,,1.0,1.1,2.1,.093,,0.0,-1.0,-1.0,0.3
256,Shawne Williams,SF,28,TOT,60,1068,10.4,.535,.596,.137,3.9,14.1,9.1,6.6,1.2,1.7,8.8,14.8,,1.0,0.8,1.8,.081,,-0.2,-0.7,-1.0,0.3
257,Aron Baynes,C,28,SAS,67,1062,15.8,.611,.013,.319,11.4,21.0,16.3,4.7,0.7,1.5,15.2,18.0,,2.1,1.5,3.6,.161,,-1.1,-0.3,-1.4,0.2
258,JaKarr Sampson,SF,21,PHI,71,1048,8.4,.487,.365,.255,2.9,12.7,7.5,11.0,1.6,1.9,16.3,17.2,,-0.7,1.0,0.3,.015,,-4.6,-0.5,-5.0,-0.8
259,Mike Scott,PF,26,ATL,65,1048,15.0,.545,.422,.170,4.9,15.0,10.1,10.8,1.0,0.2,7.5,21.5,,1.5,1.0,2.5,.114,,0.6,-2.3,-1.6,0.1
260,Damjan Rudez,SF,28,IND,67,1047,8.2,.591,.646,.087,0.9,4.1,2.5,7.9,0.8,0.4,14.7,13.8,,0.6,0.7,1.3,.062,,-0.7,-1.8,-2.5,-0.1
261,Lavoy Allen,PF,25,IND,59,1045,15.0,.497,.000,.161,12.8,20.8,16.8,10.6,0.7,3.1,11.1,15.2,,1.3,1.5,2.8,.130,,-1.4,2.2,0.8,0.7
262,Jusuf Nurkic,C,20,DEN,58,1040,15.0,.486,.003,.341,11.2,26.1,18.4,7.0,2.4,5.0,15.7,20.2,,-0.1,1.8,1.7,.077,,-3.7,3.3,-0.4,0.4
263,Nik Stauskas,SG,21,SAC,69,1036,7.3,.490,.500,.226,1.2,7.2,4.3,8.5,0.9,1.2,11.1,14.2,,0.2,0.2,0.4,.019,,-1.9,-2.1,-4.0,-0.5
264,Tiago Splitter,C,30,SAS,52,1030,18.9,.601,.000,.396,10.2,17.4,13.8,11.9,1.7,2.7,14.4,18.4,,2.4,1.7,4.1,.189,,0.8,2.4,3.2,1.4
265,Shawn Marion,SF,36,CLE,54,1021,11.0,.498,.178,.140,6.4,13.8,10.2,7.1,1.3,2.0,10.8,12.7,,0.8,0.9,1.7,.078,,-1.9,0.7,-1.1,0.2
266,Vince Carter,SG,38,MEM,62,1018,10.2,.456,.576,.128,2.9,11.0,7.0,10.6,2.0,1.1,8.6,19.9,,-0.2,1.3,1.1,.052,,-0.8,-0.4,-1.2,0.2
267,Shabazz Napier,PG,23,MIA,51,1012,9.3,.517,.518,.246,2.1,11.2,6.7,20.0,2.1,0.3,24.3,15.5,,-0.3,0.8,0.5,.023,,-2.0,-0.6,-2.6,-0.2
268,Nick Collison,PF,34,OKC,62,1006,11.4,.490,.250,.259,9.1,15.2,12.2,11.8,1.6,1.8,14.0,12.9,,1.0,1.1,2.1,.100,,-1.0,1.2,0.2,0.6
269,Nick Young,SG,29,LAL,42,1000,14.3,.520,.473,.311,1.8,9.0,5.3,6.9,1.2,0.9,7.5,26.1,,1.1,0.1,1.2,.059,,0.9,-4.3,-3.4,-0.4
270,Pero Antic,PF,32,ATL,60,990,9.5,.507,.580,.420,6.7,13.3,10.1,6.9,0.9,1.1,12.1,17.6,,0.5,0.9,1.5,.070,,-1.2,-1.4,-2.6,-0.2
271,Darrell Arthur,PF,26,DEN,58,988,11.6,.466,.286,.154,5.6,13.3,9.3,9.4,2.4,2.1,10.3,20.1,,-0.1,1.0,0.9,.043,,-1.8,0.7,-1.1,0.2
272,Ronnie Price,PG,31,LAL,43,982,10.2,.455,.489,.202,2.1,5.8,3.9,24.5,3.5,0.3,17.6,13.4,,0.2,0.6,0.8,.037,,-1.0,-1.0,-2.0,0.0
273,Thabo Sefolosha,SF,30,ATL,52,976,13.8,.506,.313,.233,6.4,19.3,13.1,11.2,2.8,1.8,12.2,14.7,,0.8,1.7,2.5,.121,,-1.2,2.5,1.4,0.8
274,Randy Foye,SG,31,DEN,47,972,10.9,.519,.651,.128,0.6,7.6,4.0,16.8,1.3,0.9,12.3,18.9,,0.6,0.4,1.0,.049,,0.5,-2.0,-1.5,0.1
275,James Ennis,SF,24,MIA,59,954,12.2,.556,.394,.416,6.2,14.3,10.3,6.8,1.3,1.4,11.8,14.6,,1.3,0.7,2.0,.100,,-0.7,-0.6,-1.3,0.2
276,Udonis Haslem,PF,34,MIA,59,954,10.9,.484,.039,.275,8.9,22.2,15.7,7.8,1.2,1.2,13.0,14.8,,0.4,0.9,1.3,.066,,-3.3,0.1,-3.2,-0.3
277,Kevin Garnett,PF,38,TOT,47,952,15.2,.496,.023,.147,5.7,31.1,18.4,13.1,2.5,1.4,12.4,17.8,,0.4,1.5,1.9,.095,,-2.6,2.3,-0.2,0.4
278,Tyler Hansbrough,PF,29,TOR,70,946,13.4,.602,.047,.892,11.7,17.5,14.6,2.6,1.4,1.3,8.4,10.8,,2.4,0.7,3.1,.158,,0.0,-0.7,-0.6,0.3
279,Rodney Hood,SG,22,UTA,46,946,12.1,.533,.475,.213,1.0,12.3,6.7,12.0,1.5,0.9,10.1,19.2,,1.1,0.8,1.9,.096,,0.1,-1.3,-1.2,0.2
280,Leandro Barbosa,SG,32,GSW,64,944,15.4,.560,.291,.196,2.7,7.1,5.0,14.7,2.1,0.6,9.3,20.3,,1.7,1.2,2.8,.143,,0.5,-1.0,-0.5,0.4
281,Isaiah Canaan,PG,23,TOT,47,938,12.4,.534,.651,.159,2.1,8.3,5.1,18.8,1.5,0.3,13.3,21.7,,0.8,0.7,1.4,.072,,0.7,-2.9,-2.2,-0.1
282,Matt Bonner,PF,34,SAS,71,929,10.2,.538,.546,.162,3.6,10.3,7.0,7.2,0.6,1.0,4.3,12.5,,1.3,0.9,2.2,.112,,-0.1,-0.6,-0.7,0.3
283,Alexis Ajinca,C,26,NOP,64,923,20.2,.600,.000,.303,12.5,24.8,18.7,8.2,1.1,4.0,15.5,21.0,,2.0,1.2,3.2,.164,,-0.2,0.5,0.3,0.5
284,Kevin Durant,SF,26,OKC,27,913,27.6,.633,.340,.366,1.9,18.6,10.5,22.5,1.3,2.2,12.0,29.1,,3.7,1.1,4.8,.252,,6.4,-0.1,6.3,1.9
285,C.J. McCollum,SG,23,POR,60,913,12.8,.533,.388,.197,1.6,7.8,4.8,9.8,2.2,0.5,10.4,20.3,,0.6,1.1,1.7,.090,,-0.4,-0.5,-0.9,0.3
286,Will Barton,SG,24,TOT,54,909,13.0,.499,.239,.258,2.8,14.6,8.6,12.7,2.4,1.5,13.7,20.0,,0.0,1.0,1.1,.056,,-2.0,1.1,-0.9,0.3
287,Cole Aldrich,C,26,NYK,57,900,17.1,.497,.000,.211,11.2,28.2,19.4,12.8,2.1,5.6,15.4,17.6,,0.5,1.3,1.8,.094,,-2.7,3.3,0.5,0.6
288,Alec Burks,SG,23,UTA,27,899,13.1,.524,.227,.430,2.5,12.1,7.3,15.2,1.0,0.4,12.7,20.9,,1.1,0.6,1.7,.090,,-0.5,-1.2,-1.6,0.1
289,Tony Wroten,SG,21,PHI,30,895,14.9,.494,.327,.415,2.5,8.2,5.2,35.0,2.7,0.7,18.0,30.6,,-0.6,0.9,0.3,.014,,0.3,-1.7,-1.5,0.1
290,Mirza Teletovic,PF,29,BRK,40,892,10.6,.500,.605,.144,3.4,20.9,12.2,8.0,0.8,1.4,13.5,20.1,,-0.3,0.7,0.4,.024,,-1.4,-1.2,-2.7,-0.1
291,David Lee,PF,31,GSW,48,890,18.3,.541,.006,.328,9.9,20.6,15.4,14.0,1.7,2.2,11.2,19.6,,1.7,1.6,3.3,.177,,-0.4,2.1,1.7,0.8
292,Anthony Bennett,PF,21,MIN,56,872,11.3,.460,.070,.224,6.2,21.5,13.6,8.5,1.5,1.4,9.5,17.5,,0.0,0.4,0.4,.022,,-3.5,-1.1,-4.7,-0.6
293,Willie Green,SG,33,ORL,48,869,8.0,.480,.372,.123,1.8,7.6,4.6,11.6,1.2,0.5,13.1,17.6,,-0.3,0.3,0.0,-0.002,,-2.7,-2.3,-5.0,-0.7
294,Glen Davis,PF,29,LAC,71,867,11.2,.500,.012,.352,5.4,15.3,10.5,6.1,2.4,2.0,10.9,16.7,,0.3,1.1,1.4,.077,,-3.3,1.1,-2.2,-0.1
295,Shabazz Muhammad,SG,22,MIN,38,866,19.9,.556,.128,.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.2,,2.1,0.0,2.0,.112,,2.0,-3.7,-1.7,0.1
296,Elijah Millsap,SG,27,UTA,43,858,7.3,.442,.382,.332,3.7,14.4,9.1,8.6,3.3,1.5,20.2,16.9,,-1.1,1.3,0.1,.008,,-3.8,1.9,-1.9,0.0
297,Louis Amundson,PF,32,TOT,49,853,11.8,.438,.004,.299,11.7,21.4,16.4,12.3,1.2,4.5,16.3,16.9,,-0.3,0.8,0.4,.023,,-3.7,1.8,-1.9,0.0
298,Chris Copeland,SF,30,IND,50,828,7.4,.468,.539,.145,3.1,11.7,7.4,9.9,0.7,1.0,15.2,21.2,,-0.9,0.8,-0.1,-0.007,,-2.8,-1.5,-4.3,-0.5
299,Luke Babbitt,SF,25,NOP,62,827,11.1,.639,.599,.099,1.7,13.5,7.6,4.3,1.1,0.9,11.5,12.5,,1.1,0.4,1.6,.092,,0.1,-1.5,-1.4,0.1
300,Nikola Pekovic,C,29,MIN,31,815,16.7,.502,.000,.393,12.1,21.1,16.4,5.7,1.2,1.2,9.8,23.1,,1.0,0.3,1.2,.072,,-1.7,-2.7,-4.4,-0.5
301,Joey Dorsey,PF,31,HOU,65,813,11.2,.506,.007,.556,13.7,22.7,18.2,4.4,2.3,2.4,18.1,11.5,,0.4,1.4,1.8,.108,,-3.4,2.1,-1.3,0.1
302,Jon Leuer,PF,25,MEM,61,811,11.9,.477,.107,.217,6.9,21.5,14.3,8.8,1.1,0.9,10.2,18.8,,0.1,1.2,1.3,.077,,-3.1,0.0,-3.1,-0.2
303,Jason Maxiell,PF,31,CHO,57,808,9.8,.438,.000,.383,10.4,14.2,12.2,3.4,1.0,4.2,10.5,12.9,,0.0,1.2,1.2,.072,,-4.6,1.9,-2.6,-0.1
304,Kyle O'Quinn,PF,24,ORL,50,805,14.8,.548,.178,.233,5.9,21.4,13.5,11.3,2.0,3.9,16.9,17.7,,0.5,1.0,1.5,.089,,-2.1,2.1,-0.1,0.4
305,Ish Smith,PG,26,TOT,54,798,12.6,.434,.164,.158,2.0,11.9,6.8,40.8,2.1,0.6,15.9,25.0,,-0.8,0.7,0.0,-0.001,,-2.1,-1.5,-3.6,-0.3
306,Ben Gordon,SG,31,ORL,56,790,10.6,.538,.329,.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,,0.1,0.2,0.2,.014,,-2.4,-3.7,-6.1,-0.8
307,Dewayne Dedmon,C,25,ORL,55,789,13.5,.574,.007,.409,15.4,23.7,19.5,1.5,0.9,5.1,20.4,12.7,,0.8,0.9,1.7,.104,,-3.4,0.3,-3.1,-0.2
308,Drew Gooden,PF,33,WAS,48,789,12.6,.489,.224,.150,9.4,19.0,14.3,8.7,1.3,0.8,9.1,17.2,,0.7,1.1,1.7,.106,,-1.3,0.2,-1.0,0.2
309,Andrea Bargnani,C,29,NYK,29,785,16.7,.527,.114,.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,,0.8,0.1,0.9,.057,,-1.0,-2.7,-3.7,-0.3
310,Terrence Jones,PF,23,HOU,29,783,18.1,.557,.123,.321,9.7,18.1,13.9,6.1,1.1,5.1,9.5,18.7,,1.4,1.1,2.5,.154,,-1.1,1.7,0.7,0.5
311,Kostas Papanikolaou,SF,24,HOU,42,783,8.1,.448,.533,.092,5.5,11.0,8.2,15.8,1.8,1.3,20.7,14.2,,-0.3,0.8,0.6,.034,,-2.9,0.7,-2.2,0.0
312,Patrick Mills,PG,26,SAS,48,774,12.2,.476,.542,.108,3.1,7.5,5.3,16.3,1.8,0.2,8.1,21.6,,0.4,0.8,1.2,.075,,0.5,-1.7,-1.2,0.2
313,Alexey Shved,SG,26,TOT,42,767,19.5,.541,.415,.448,3.3,11.7,7.3,25.7,2.0,0.6,10.7,26.3,,1.7,0.5,2.1,.134,,3.1,-2.6,0.5,0.5
314,Meyers Leonard,C,22,POR,52,763,14.7,.639,.457,.133,6.2,26.2,16.4,6.2,0.6,1.0,13.9,15.2,,1.4,1.1,2.6,.161,,0.1,0.2,0.3,0.4
315,Reggie Evans,PF,34,SAC,46,758,11.8,.498,.015,.724,14.9,29.3,22.3,6.2,1.4,0.5,20.3,12.9,,0.4,0.8,1.2,.076,,-2.5,0.0,-2.5,-0.1
316,Shelvin Mack,PG,24,ATL,51,755,12.8,.491,.452,.104,1.1,8.9,5.2,28.6,1.7,0.2,14.5,19.2,,0.4,0.7,1.1,.070,,-1.0,-2.3,-3.3,-0.3
317,Nick Calathes,SG,25,MEM,54,748,12.9,.468,.187,.178,2.0,12.1,7.1,27.0,4.0,0.6,18.5,18.3,,-0.2,1.4,1.1,.072,,-1.9,1.8,-0.1,0.4
318,Jabari Parker,SF,19,MIL,25,738,14.6,.527,.061,.251,7.8,13.5,10.7,9.6,2.1,0.6,13.9,20.7,,0.4,0.9,1.3,.085,,-1.4,0.2,-1.2,0.1
319,Garrett Temple,SG,28,WAS,52,735,10.9,.534,.518,.282,3.8,9.9,6.9,10.9,2.9,1.0,15.1,13.9,,0.4,1.1,1.5,.101,,-0.6,1.5,0.9,0.5
320,Thomas Robinson,PF,23,TOT,51,729,15.4,.501,.008,.408,12.9,28.2,20.5,6.6,2.0,2.1,15.1,20.0,,0.1,1.3,1.4,.094,,-3.8,1.0,-2.8,-0.1
321,Marcus Thornton,SG,27,TOT,48,721,15.0,.514,.414,.162,3.4,9.7,6.5,8.3,1.9,0.7,6.8,24.1,,0.6,0.6,1.2,.081,,0.1,-2.6,-2.5,-0.1
322,Markel Brown,SG,23,BRK,43,703,9.6,.472,.322,.295,2.6,13.8,8.2,7.8,2.1,1.3,11.2,15.1,,0.0,0.6,0.6,.038,,-2.7,0.4,-2.4,-0.1
323,Ricky Rubio,PG,24,MIN,22,692,15.2,.452,.233,.324,3.0,18.1,10.3,43.4,2.8,0.1,20.4,20.0,,0.1,0.4,0.5,.035,,0.1,-0.5,-0.4,0.3
324,Aaron Gordon,PF,19,ORL,43,683,12.3,.560,.241,.329,6.0,18.4,12.1,6.2,1.3,2.3,15.2,15.3,,0.5,0.6,1.1,.077,,-2.3,0.0,-2.3,0.0
325,Luke Ridnour,PG,33,ORL,47,683,10.0,.507,.358,.119,1.3,10.1,5.6,21.0,1.5,0.5,17.0,14.8,,0.3,0.3,0.6,.041,,-2.2,-1.8,-4.0,-0.3
326,Travis Wear,SF,24,NYK,51,672,8.6,.451,.144,.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7,17.5,,-0.5,0.2,-0.3,-0.022,,-4.5,-1.6,-6.1,-0.7
327,Hedo Turkoglu,SF,35,LAC,59,667,10.8,.615,.730,.022,0.9,14.4,7.8,7.7,1.3,0.9,13.1,14.0,,0.6,0.6,1.2,.086,,0.2,-0.8,-0.6,0.2
328,Robbie Hummel,SF,25,MIN,42,659,9.9,.544,.302,.195,4.7,15.8,10.1,5.8,1.2,1.1,10.0,12.0,,0.6,0.1,0.7,.054,,-1.7,-1.4,-3.1,-0.2
329,P.J. Hairston,SG,22,CHO,43,655,9.2,.447,.607,.132,3.4,11.9,7.6,4.8,1.7,1.6,6.9,20.3,,-0.4,0.8,0.4,.030,,-2.1,-1.1,-3.2,-0.2
330,Maurice Harkless,SF,21,ORL,42,637,8.8,.446,.349,.243,6.6,11.6,9.1,5.7,2.6,1.2,12.5,13.7,,-0.2,0.5,0.3,.026,,-2.7,0.4,-2.3,-0.1
331,Adreian Payne,PF,23,TOT,28,637,8.3,.446,.041,.184,7.7,19.1,13.2,6.0,1.3,1.0,14.5,17.2,,-0.5,0.2,-0.3,-0.023,,-4.5,-1.5,-6.0,-0.6
332,Anderson Varejao,C,32,CLE,26,636,17.7,.580,.010,.225,10.4,20.1,15.3,9.1,1.6,2.0,13.7,18.1,,1.2,0.7,1.9,.146,,0.0,1.0,0.9,0.5
333,Perry Jones,SF,23,OKC,42,630,6.9,.462,.328,.202,1.0,11.7,6.5,4.2,1.4,1.0,10.7,15.3,,-0.3,0.5,0.2,.016,,-4.2,-1.1,-5.3,-0.5
334,Gary Harris,SG,20,DEN,51,629,4.5,.374,.467,.201,3.0,7.1,5.0,5.8,3.0,0.9,13.2,17.2,,-1.3,0.5,-0.8,-0.058,,-4.7,0.1,-4.6,-0.4
335,Mike Miller,SF,34,CLE,48,624,4.4,.456,.861,.020,0.7,14.3,7.6,8.8,1.1,0.4,16.4,8.8,,-0.1,0.4,0.3,.024,,-2.8,-0.2,-3.0,-0.2
336,Jeremy Lamb,SG,22,OKC,45,623,14.9,.538,.447,.224,1.2,16.3,9.0,10.9,1.7,0.8,9.1,20.6,,0.9,0.7,1.6,.122,,-0.1,-1.5,-1.6,0.1
337,Justin Hamilton,C,24,TOT,37,619,14.7,.554,.177,.222,9.6,12.4,11.0,8.4,2.0,2.3,10.3,14.1,,1.0,0.4,1.4,.108,,0.3,0.4,0.7,0.4
338,Justin Holiday,SG,25,GSW,56,619,11.6,.490,.477,.150,2.0,9.8,6.0,9.4,3.0,1.4,10.0,18.3,,0.1,1.0,1.1,.083,,-1.7,0.6,-1.1,0.1
339,Alonzo Gee,SF,27,TOT,52,613,13.5,.560,.181,.440,6.0,8.5,7.2,6.0,2.9,0.9,13.5,16.3,,0.7,0.6,1.2,.096,,-1.0,0.5,-0.5,0.2
340,Danny Granger,SF,31,MIA,30,613,8.6,.527,.519,.228,4.0,11.6,7.9,4.5,1.1,0.8,11.9,15.5,,0.2,0.3,0.6,.045,,-1.5,-1.7,-3.2,-0.2
341,James Jones,SF,34,CLE,53,604,10.3,.556,.900,.178,1.3,9.3,5.4,5.6,0.9,0.9,6.3,15.5,,0.9,0.3,1.2,.098,,1.0,-2.8,-1.7,0.0
342,Charlie Villanueva,PF,30,DAL,60,604,17.4,.538,.616,.103,4.9,19.6,12.2,4.2,1.0,2.4,7.2,26.7,,0.6,0.6,1.2,.095,,1.1,-3.4,-2.3,0.0
343,Cleanthony Early,SF,23,NYK,36,598,8.9,.452,.377,.231,3.7,13.3,8.4,8.8,2.1,1.7,13.8,19.6,,-0.6,0.3,-0.3,-0.022,,-3.6,-1.2,-4.9,-0.4
344,Dorell Wright,SF,29,POR,48,592,13.4,.525,.568,.221,2.6,17.2,10.1,10.2,1.7,1.3,7.9,17.1,,0.7,0.9,1.6,.130,,0.1,0.7,0.8,0.4
345,Nate Robinson,PG,30,TOT,42,591,10.6,.432,.439,.180,3.1,6.2,4.6,25.9,1.7,0.4,9.8,22.6,,0.0,0.3,0.3,.022,,-0.4,-2.8,-3.2,-0.2
346,Allen Crabbe,SG,22,POR,48,586,9.3,.559,.610,.122,1.1,9.1,5.2,8.4,1.3,1.8,8.5,10.8,,0.7,0.6,1.3,.107,,-0.7,1.0,0.3,0.3
347,Larry Sanders,C,26,MIL,27,586,15.3,.507,.000,.279,13.2,19.2,16.2,6.3,2.3,5.6,12.7,17.0,,0.4,1.1,1.6,.129,,-2.0,3.4,1.4,0.5
348,Henry Walker,SF,27,MIA,23,580,7.2,.470,.772,.082,1.1,14.9,8.1,7.3,2.1,1.3,11.8,15.1,,-0.3,0.6,0.3,.024,,-1.6,0.1,-1.5,0.1
349,Phil Pressey,PG,23,BOS,47,563,11.6,.455,.389,.284,2.1,12.4,7.2,27.6,2.6,0.8,18.0,17.3,,0.0,0.7,0.6,.055,,-2.3,-0.1,-2.4,-0.1
350,Joel Freeland,C,27,POR,45,557,11.1,.499,.000,.162,11.4,22.3,16.9,4.2,0.6,2.6,14.2,13.1,,0.4,0.8,1.2,.107,,-3.4,1.3,-2.1,0.0
351,Sergey Karasev,SG,21,BRK,33,555,10.5,.508,.403,.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,,0.3,0.3,0.7,.059,,-0.7,-0.5,-1.2,0.1
352,Samuel Dalembert,C,33,NYK,32,544,11.8,.461,.000,.154,10.9,25.2,17.8,8.6,1.4,6.3,21.9,15.1,,-0.4,0.6,0.2,.022,,-5.3,3.0,-2.3,0.0
353,Jordan Farmar,PG,28,LAC,36,529,9.9,.513,.614,.070,1.7,7.1,4.5,18.0,1.9,0.8,16.4,16.6,,0.2,0.4,0.6,.052,,-0.6,-1.3,-2.0,0.0
354,Tyler Johnson,SG,22,MIA,29,529,13.0,.525,.286,.306,2.8,12.5,7.8,11.8,2.9,1.4,13.5,17.2,,0.2,0.6,0.8,.075,,-1.4,0.7,-0.7,0.2
355,T.J. Warren,SF,21,PHO,37,515,15.0,.571,.102,.102,7.2,9.0,8.1,5.5,1.4,1.2,11.7,18.8,,0.7,0.3,1.0,.092,,-1.0,-1.5,-2.5,-0.1
356,Jimmer Fredette,PG,25,NOP,49,508,9.9,.479,.289,.271,1.8,7.1,4.5,17.3,1.6,0.3,15.1,19.7,,0.0,0.2,0.2,.021,,-2.5,-2.8,-5.4,-0.4
357,Cory Jefferson,PF,24,BRK,46,499,12.9,.475,.089,.318,9.5,20.6,15.1,5.1,0.9,3.2,9.6,18.1,,0.2,0.5,0.6,.063,,-3.5,-0.5,-4.0,-0.2
358,E'Twaun Moore,SG,25,CHI,53,494,10.2,.497,.281,.148,2.7,7.1,5.0,10.2,2.1,0.9,8.3,14.3,,0.3,0.5,0.8,.077,,-1.9,-0.7,-2.5,-0.1
359,Furkan Aldemir,PF,23,PHI,39,493,12.7,.518,.068,.365,15.1,21.0,17.9,8.2,1.6,2.6,13.1,8.8,,0.7,0.7,1.4,.133,,-2.5,2.0,-0.5,0.2
360,Festus Ezeli,C,25,GSW,43,458,15.6,.572,.000,.480,13.6,20.3,17.0,2.4,0.7,6.0,16.3,17.5,,0.6,0.9,1.5,.154,,-3.3,1.1,-2.2,0.0
361,Mitch McGary,PF,22,OKC,29,457,16.2,.552,.006,.253,12.3,24.1,18.3,4.3,1.6,2.1,14.9,19.0,,0.5,0.7,1.2,.124,,-2.4,-0.5,-2.9,-0.1
362,Spencer Dinwiddie,PG,21,DET,34,455,10.2,.394,.385,.201,0.9,10.9,5.7,35.1,2.2,1.0,15.2,21.1,,-0.3,0.4,0.1,.008,,-2.6,-1.5,-4.1,-0.2
363,Archie Goodwin,SG,20,PHO,38,452,12.1,.491,.193,.433,5.3,9.8,7.5,13.5,1.7,1.4,15.7,23.4,,0.0,0.3,0.3,.033,,-2.9,-1.2,-4.1,-0.2
364,Lorenzo Brown,PG,24,MIN,25,450,10.9,.476,.189,.167,2.5,11.8,7.0,25.9,2.4,0.9,20.6,11.9,,0.1,0.1,0.3,.028,,-2.3,-0.9,-3.1,-0.1
365,Chris Johnson,SF,24,TOT,26,448,8.8,.474,.659,.124,1.5,10.2,5.7,4.6,2.8,1.3,8.1,14.8,,0.0,0.5,0.5,.055,,-2.4,-0.4,-2.9,-0.1
366,Michael Beasley,SF,26,MIA,21,437,9.2,.468,.175,.085,2.8,17.1,10.1,9.5,1.6,2.1,14.4,23.1,,-0.6,0.4,-0.2,-0.022,,-4.8,-0.6,-5.3,-0.4
367,Joe Harris,SG,23,CLE,48,437,6.4,.542,.731,.125,1.6,7.8,4.7,7.6,0.8,0.2,14.8,13.3,,0.2,0.2,0.3,.038,,-1.5,-2.5,-3.9,-0.2
368,Elton Brand,PF,35,ATL,32,431,9.6,.445,.012,.221,7.2,17.5,12.5,5.9,1.9,4.7,13.7,11.6,,-0.1,0.7,0.6,.072,,-4.5,3.4,-1.2,0.1
369,Andrew Nicholson,PF,25,ORL,36,430,9.7,.464,.207,.132,3.1,14.2,8.6,8.0,0.7,2.1,10.2,21.7,,-0.3,0.2,-0.1,-0.012,,-4.5,-2.2,-6.7,-0.5
370,Brandon Davies,PF,23,TOT,27,423,10.5,.463,.248,.270,9.3,12.1,10.7,12.4,2.1,1.3,15.9,18.9,,-0.2,0.4,0.2,.028,,-3.1,0.0,-3.1,-0.1
371,Kendall Marshall,PG,23,MIL,28,417,12.5,.562,.455,.089,0.6,7.1,3.8,31.2,2.6,0.0,25.0,15.1,,0.3,0.4,0.7,.086,,-1.6,-2.5,-4.1,-0.2
372,Mike Muscala,PF,23,ATL,36,406,19.0,.597,.133,.195,13.2,16.3,14.8,7.1,1.6,3.3,10.3,17.5,,1.0,0.6,1.6,.188,,0.7,0.7,1.4,0.3
373,Jabari Brown,SG,22,LAL,15,394,9.6,.544,.374,.439,0.8,6.7,3.6,8.6,1.3,0.4,15.3,17.1,,0.1,0.0,0.1,.013,,-1.8,-2.5,-4.3,-0.2
374,Jason Richardson,SG,34,PHI,18,392,10.8,.440,.533,.121,3.4,14.3,8.6,16.5,1.5,0.6,7.9,21.0,,-0.1,0.3,0.2,.029,,-1.7,-1.8,-3.5,-0.1
375,Joel Anthony,C,32,DET,46,384,15.2,.610,.000,.333,8.1,16.2,12.0,1.9,1.5,9.8,11.6,9.0,,0.6,0.6,1.2,.152,,-3.1,5.0,1.9,0.4
376,Jerome Jordan,C,28,BRK,42,374,16.5,.608,.000,.440,15.4,15.5,15.5,5.4,1.1,3.2,16.8,15.9,,0.8,0.3,1.2,.149,,-0.3,0.1,-0.2,0.2
377,Jeff Ayres,PF,27,SAS,48,370,14.5,.613,.000,.396,11.2,23.1,17.3,5.7,1.1,1.6,18.3,16.1,,0.6,0.6,1.2,.152,,-2.0,0.4,-1.5,0.0
378,Ryan Hollins,C,30,SAC,42,369,12.4,.661,.000,.694,9.5,16.4,13.1,5.9,0.7,3.2,22.1,12.4,,0.5,0.2,0.8,.098,,-1.5,0.1,-1.4,0.1
379,Tyler Ennis,PG,20,TOT,29,364,7.5,.422,.304,.056,1.6,8.1,4.8,26.2,2.2,1.1,21.9,20.2,,-0.6,0.4,-0.2,-0.032,,-4.9,-1.3,-6.3,-0.4
380,Greg Smith,PF,24,DAL,40,355,10.6,.614,.000,.771,8.0,16.5,12.2,3.5,1.0,2.5,14.6,9.5,,0.5,0.3,0.8,.114,,-1.8,1.0,-0.8,0.1
381,Kyle Anderson,SF,21,SAS,31,351,8.3,.393,.125,.159,1.6,20.6,11.3,11.2,2.0,1.5,9.6,13.5,,-0.3,0.6,0.3,.045,,-5.1,2.3,-2.7,-0.1
382,Johnny O'Bryant,PF,21,MIL,31,340,4.4,.399,.000,.211,7.5,10.4,8.9,6.8,0.8,1.0,15.6,18.7,,-0.6,0.3,-0.4,-0.050,,-6.9,-1.6,-8.5,-0.6
383,Reggie Bullock,SF,23,TOT,35,331,6.2,.472,.652,.101,0.3,16.0,8.3,3.2,1.4,1.0,10.0,10.9,,-0.2,0.3,0.1,.019,,-3.6,-0.4,-4.0,-0.2
384,Erick Green,PG,23,DEN,39,330,9.1,.445,.298,.084,0.9,6.4,3.6,14.6,1.5,0.0,7.5,19.3,,-0.1,0.1,0.0,.004,,-2.8,-2.9,-5.7,-0.3
385,Sebastian Telfair,PG,29,OKC,16,327,11.4,.479,.480,.272,0.7,9.0,4.9,21.0,1.5,0.0,11.4,20.8,,0.2,0.2,0.4,.063,,-0.5,-2.9,-3.4,-0.1
